ATHLETE_ID,DAY_OF_WEEK,DATE,FATIGUE,SLEEP_QUALITY,GENERAL_SORNESS,STRESS,MOOD,HOURS_SLEPT
23,3,12/19/2014,2,2,3,2,2,10
23,4,12/20/2014,2,2,3,2,3,9
23,5,12/21/2014,3,4,3,3,4,9
23,6,12/22/2014,3,3,3,3,4,7
23,1,12/24/2014,3,4,3,3,5,8
23,3,12/26/2014,3,4,4,4,4,8.5
23,4,12/27/2014,4,4,4,4,4,7
23,6,12/29/2014,3,4,4,3,4,6.5
23,7,12/30/2014,2,4,4,4,5,9
22,3,9/26/2014,4,4,3,4,4,9
22,4,9/27/2014,4,5,3,5,4,9
22,5,9/28/2014,4,5,3,4,4,6
22,6,9/29/2014,5,3,4,4,4,8
22,7,9/30/2014,5,4,4,4,4,10
22,1,10/1/2014,4,5,3,4,4,10
22,2,10/2/2014,3,5,3,4,4,9
22,3,10/3/2014,4,3,3,4,4,8
22,4,10/4/2014,4,5,5,4,4,10
22,5,10/5/2014,4,2,3,4,4,7
22,6,10/6/2014,5,3,5,4,4,9
22,7,10/7/2014,4,5,4,4,4,9
22,3,10/10/2014,3,4,2,4,5,9
22,5,10/12/2014,3,5,2,4,4,10
22,6,10/13/2014,4,5,4,4,4,9
22,1,10/15/2014,3,3,4,4,3,9
22,2,10/16/2014,4,4,4,4,4,9
22,3,10/17/2014,5,4,4,5,5,10
22,4,10/18/2014,4,4,4,4,4,9
22,5,10/19/2014,4,4,4,4,4,8
22,6,10/20/2014,5,5,5,5,5,10
22,7,10/21/2014,4,5,3,5,5,9
22,2,10/23/2014,4,2,3,4,4,6
22,4,10/25/2014,3,4,3,2,2,9
22,5,10/26/2014,3,3,3,3,3,7
22,6,10/27/2014,3,3,2,3,4,7
22,7,10/28/2014,3,4,3,4,4,9
22,1,10/29/2014,4,4,4,4,4,9
22,2,10/30/2014,4,4,4,4,4,9
22,3,10/31/2014,4,2,4,4,4,7
22,4,11/1/2014,4,3,4,3,4,10
22,5,11/2/2014,5,3,5,4,4,7
22,6,11/3/2014,4,4,4,4,4,9
22,7,11/4/2014,5,3,4,4,4,9
22,1,11/5/2014,4,4,5,5,4,9
22,2,11/6/2014,5,4,5,4,4,8
22,3,11/7/2014,3,4,3,4,4,7.5
22,4,11/8/2014,4,4,4,4,4,9
22,5,11/9/2014,5,3,5,4,4,6
22,6,11/10/2014,4,5,4,5,4,9
22,7,11/11/2014,5,4,5,4,4,9
22,1,11/12/2014,5,3,5,4,4,6
22,2,11/13/2014,5,5,5,4,4,9
22,3,11/14/2014,4,3,4,4,4,6
22,4,11/15/2014,3,3,3,4,4,6
22,5,11/16/2014,4,4,4,4,4,9
22,6,11/17/2014,4,5,4,4,4,9
22,7,11/18/2014,4,4,4,5,5,10
22,2,11/20/2014,5,5,5,4,4,9
22,3,11/21/2014,3,4,3,4,4,8.5
22,4,11/22/2014,5,4,5,3,3,8
22,5,11/23/2014,3,4,3,3,3,8
22,6,11/24/2014,4,3,4,3,3,7
22,7,11/25/2014,3,3,3,3,3,7
22,2,11/27/2014,4,5,4,3,3,9
22,3,11/28/2014,4,4,4,3,3,8
22,4,11/29/2014,5,4,5,3,3,8
22,5,11/30/2014,5,4,5,3,3,9
22,6,12/1/2014,5,4,5,3,3,8
22,7,12/2/2014,4,3,4,4,4,6
22,1,12/3/2014,4,5,4,3,3,10
22,2,12/4/2014,2,4,2,3,3,9
22,3,12/5/2014,3,5,3,3,3,11
22,4,12/6/2014,4,5,4,3,3,10
22,5,12/7/2014,3,5,3,3,3,9
22,7,12/9/2014,4,3,4,3,3,8
22,1,12/10/2014,4,4,4,3,3,8.5
22,2,12/11/2014,4,4,4,3,3,9
22,3,12/12/2014,4,5,4,2,3,10
22,4,12/13/2014,3,4,3,3,3,8
22,5,12/14/2014,4,1,4,2,3,2
22,6,12/15/2014,3,3,3,3,3,8
22,7,12/16/2014,3,4,3,3,3,9
22,1,12/17/2014,2,3,2,3,3,8
22,2,12/18/2014,3,3,3,4,4,9
22,4,12/20/2014,4,4,4,3,3,9
22,5,12/21/2014,3,2,3,3,2,6.5
22,6,12/22/2014,3,3,3,3,2,8
22,7,12/23/2014,3,3,3,3,2,8.5
22,1,12/24/2014,3,3,4,3,3,8
22,2,12/25/2014,4,4,4,3,3,9
22,3,12/26/2014,4,3,4,3,3,7
22,5,12/28/2014,4,4,4,3,3,8
22,7,12/30/2014,4,5,4,3,3,10
21,3,9/26/2014,4,3,4,4,4,7
21,4,9/27/2014,4,4,4,3,4,9
21,5,9/28/2014,4,3,4,3,4,8
21,6,9/29/2014,4,3,4,3,4,8
21,7,9/30/2014,2,4,2,4,4,8
21,1,10/1/2014,3,4,3,4,4,10
21,2,10/2/2014,3,2,3,3,4,8
21,3,10/3/2014,4,3,3,4,4,8
21,4,10/4/2014,4,2,4,4,4,10
21,5,10/5/2014,4,3,4,3,4,8
21,6,10/6/2014,2,4,1,4,4,8
21,7,10/7/2014,3,3,3,4,4,7
21,4,10/11/2014,4,3,4,4,4,9
21,6,10/13/2014,4,4,4,3,4,8
21,7,10/14/2014,3,2,2,4,3,6
21,1,10/15/2014,4,3,4,4,4,7
21,2,10/16/2014,3,4,3,4,4,7
21,3,10/17/2014,4,3,4,4,4,6
21,4,10/18/2014,4,3,4,3,4,8
21,5,10/19/2014,4,4,4,3,4,7
21,6,10/20/2014,3,4,3,4,4,7
21,7,10/21/2014,4,3,4,4,4,8
21,1,10/22/2014,4,3,4,4,4,7
21,2,10/23/2014,3,3,2,4,4,7
21,3,10/24/2014,4,3,3,4,4,6
21,4,10/25/2014,4,2,4,3,4,8
21,5,10/26/2014,4,2,4,3,4,7
21,6,10/27/2014,4,3,4,3,3,9
21,7,10/28/2014,4,3,4,3,4,8
21,1,10/29/2014,2,3,2,4,3,8
21,2,10/30/2014,4,3,3,4,4,5
21,3,10/31/2014,4,3,3,4,4,8
21,4,11/1/2014,4,4,3,3,4,7
21,5,11/2/2014,4,3,4,4,4,7
21,6,11/3/2014,3,2,3,4,3,8
21,7,11/4/2014,4,3,4,4,4,7
21,1,11/5/2014,4,3,4,4,4,9
21,2,11/6/2014,2,3,3,4,4,7
21,3,11/7/2014,4,3,4,4,4,7
21,4,11/8/2014,4,2,4,4,4,6
21,5,11/9/2014,4,3,4,4,4,8
21,6,11/10/2014,4,3,4,4,4,6
21,7,11/11/2014,4,3,4,3,4,7
21,2,11/13/2014,2,3,2,4,4,7
21,3,11/14/2014,3,3,4,4,4,8
21,4,11/15/2014,4,2,4,4,4,7
21,6,11/17/2014,2,3,2,4,3,9
21,7,11/18/2014,4,3,4,4,4,8
21,2,11/20/2014,2,4,2,4,4,7
21,3,11/21/2014,3,3,3,4,4,5
21,4,11/22/2014,4,3,4,4,4,8
21,6,11/24/2014,2,2,2,3,4,7
21,7,11/25/2014,4,3,2,4,4,7
21,2,11/27/2014,3,3,4,4,4,7
21,4,11/29/2014,4,3,3,4,4,8
21,5,11/30/2014,4,3,3,4,4,6
21,6,12/1/2014,4,3,3,4,4,6
21,7,12/2/2014,4,4,3,4,4,9
21,1,12/3/2014,5,4,3,4,4,9
21,2,12/4/2014,4,3,3,4,4,6
21,3,12/5/2014,4,3,4,4,4,8
21,4,12/6/2014,4,3,4,4,4,9
21,5,12/7/2014,4,3,4,4,4,7
21,2,12/11/2014,4,3,2,4,4,8
21,3,12/12/2014,4,3,4,4,4,6
21,4,12/13/2014,3,3,4,4,4,7
21,5,12/14/2014,4,3,3,4,4,9
21,6,12/15/2014,4,3,4,4,4,8
21,7,12/16/2014,4,3,3,4,4,9
21,2,12/18/2014,3,3,2,4,4,8
21,5,12/21/2014,3,3,4,4,4,6
21,6,12/22/2014,4,3,4,4,4,9
21,2,12/25/2014,3,2,2,4,4,8
21,3,12/26/2014,3,2,3,4,4,9
21,4,12/27/2014,4,3,4,4,4,10
21,7,12/30/2014,4,3,4,4,4,8
20,3,9/26/2014,4,4,2,4,5,8
20,4,9/27/2014,5,5,4,4,4,9
20,5,9/28/2014,4,5,3,4,4,9
20,6,9/29/2014,4,3,4,3,4,8
20,7,9/30/2014,3,3,3,5,4,7
20,1,10/1/2014,4,4,3,4,4,10
20,2,10/2/2014,4,5,4,4,4,9
20,3,10/3/2014,2,4,4,4,4,9
20,4,10/4/2014,4,5,4,4,4,9
20,5,10/5/2014,4,4,4,3,4,9
20,6,10/6/2014,5,4,4,4,4,9
20,7,10/7/2014,4,4,4,4,4,8
20,1,10/8/2014,4,3,4,4,5,8
20,2,10/9/2014,3,3,2,4,4,9
20,3,10/10/2014,2,4,2,4,4,8
20,4,10/11/2014,3,4,3,4,4,9
20,5,10/12/2014,4,4,3,4,4,9
20,6,10/13/2014,4,4,4,4,4,9
20,7,10/14/2014,3,5,2,4,4,10
20,2,10/16/2014,3,3,3,4,4,8
20,3,10/17/2014,2,2,3,4,3,6
20,4,10/18/2014,3,3,4,4,4,8
20,5,10/19/2014,4,4,4,4,4,9
20,6,10/20/2014,2,3,4,4,4,7
20,7,10/21/2014,3,3,3,4,4,8
20,1,10/22/2014,4,4,4,4,4,8
20,2,10/23/2014,3,3,4,4,4,8
20,3,10/24/2014,2,3,4,4,4,7
20,4,10/25/2014,3,3,3,4,4,8
20,5,10/26/2014,4,4,4,4,4,9
20,6,10/27/2014,4,4,4,4,4,10
20,7,10/28/2014,4,4,4,4,4,9
20,1,10/29/2014,2,3,3,4,4,8
20,2,10/30/2014,3,3,3,4,4,8
20,3,10/31/2014,4,3,4,4,4,9
20,4,11/1/2014,4,3,3,4,4,9
20,5,11/2/2014,4,3,4,4,4,8
20,6,11/3/2014,3,4,2,4,4,9
20,7,11/4/2014,3,3,3,4,4,8
20,1,11/5/2014,4,4,4,4,4,8.5
20,2,11/6/2014,3,4,2,4,4,9
20,3,11/7/2014,3,3,2,4,4,8
20,4,11/8/2014,4,3,3,4,4,8
20,5,11/9/2014,3,3,4,4,4,8
20,6,11/10/2014,4,4,4,4,4,8
20,7,11/11/2014,4,4,3,4,4,8.5
20,1,11/12/2014,3,3,4,4,4,7
20,2,11/13/2014,4,3,3,4,4,7.5
20,3,11/14/2014,3,4,2,4,4,8
20,4,11/15/2014,3,4,3,4,4,8.5
20,5,11/16/2014,4,4,4,4,4,8.5
20,6,11/17/2014,4,4,2,4,4,9
20,7,11/18/2014,3,4,3,4,4,8.5
20,1,11/19/2014,4,4,3,3,4,7.5
20,2,11/20/2014,4,4,2,4,4,8.5
20,3,11/21/2014,4,4,3,4,4,8
20,4,11/22/2014,4,3,3,4,4,9
20,5,11/23/2014,4,4,4,4,4,8
20,6,11/24/2014,4,3,3,3,3,9
20,7,11/25/2014,4,3,4,4,4,7.5
20,1,11/26/2014,4,4,4,4,4,8
20,2,11/27/2014,4,4,3,4,4,8
20,3,11/28/2014,4,4,4,4,4,8
20,4,11/29/2014,4,3,4,3,4,8.5
20,5,11/30/2014,4,4,5,5,4,9
20,6,12/1/2014,4,4,5,5,5,8.5
20,7,12/2/2014,2,3,4,4,3,8
20,1,12/3/2014,5,4,4,4,4,8.5
20,2,12/4/2014,4,4,5,4,4,9
20,3,12/5/2014,5,4,5,4,4,8.5
20,4,12/6/2014,4,4,3,4,4,9
20,5,12/7/2014,3,3,3,4,4,7
20,6,12/8/2014,3,3,4,4,4,7
20,7,12/9/2014,4,3,2,4,4,7.5
20,1,12/10/2014,4,4,4,4,4,8.5
20,2,12/11/2014,4,4,4,4,4,9
20,3,12/12/2014,3,4,4,4,4,9
20,4,12/13/2014,4,4,4,4,4,9
20,5,12/14/2014,3,4,3,4,4,8
20,6,12/15/2014,3,4,3,3,4,8.5
20,7,12/16/2014,4,3,4,4,4,9
20,1,12/17/2014,4,2,4,3,4,7
20,2,12/18/2014,3,4,2,3,4,8
20,3,12/19/2014,3,4,3,4,4,8.5
20,4,12/20/2014,4,4,3,4,4,11
20,5,12/21/2014,4,4,2,4,3,9
20,6,12/22/2014,3,4,3,4,4,8
20,7,12/23/2014,3,4,4,4,4,9
20,1,12/24/2014,3,3,4,3,4,7
20,2,12/25/2014,2,4,2,4,4,9
20,3,12/26/2014,3,4,3,4,4,8.5
20,4,12/27/2014,4,4,3,4,4,9
20,5,12/28/2014,3,4,2,4,4,8
20,6,12/29/2014,2,4,3,3,4,4
20,7,12/30/2014,2,3,3,4,4,8.5
20,1,12/31/2014,4,3,4,4,4,7.5
19,3,9/26/2014,3,4,3,4,4,9
19,4,9/27/2014,4,4,3,4,3,8
19,5,9/28/2014,3,4,4,3,4,8
19,6,9/29/2014,4,4,3,4,4,9
19,7,9/30/2014,3,3,4,3,4,8
19,1,10/1/2014,4,4,5,5,4,9
19,2,10/2/2014,4,4,4,4,4,9
19,3,10/3/2014,4,4,5,4,4,8
19,4,10/4/2014,4,5,5,4,5,10
19,5,10/5/2014,4,4,4,4,4,9
19,6,10/6/2014,3,3,3,5,4,8
19,7,10/7/2014,3,3,4,3,4,9
19,1,10/8/2014,3,3,3,4,4,8
19,2,10/9/2014,3,3,3,4,4,8
19,3,10/10/2014,4,5,4,4,5,9
19,4,10/11/2014,4,4,4,4,4,7
19,5,10/12/2014,4,4,4,3,3,9
19,6,10/13/2014,4,4,4,3,4,9
19,7,10/14/2014,4,3,4,5,5,6
19,2,10/16/2014,3,3,3,3,3,8
19,3,10/17/2014,4,4,4,4,4,7
19,4,10/18/2014,4,4,4,4,4,9
19,5,10/19/2014,4,3,5,3,3,8
19,6,10/20/2014,3,4,2,4,4,8
19,7,10/21/2014,3,3,3,3,3,8
19,1,10/22/2014,4,4,4,4,4,8
19,2,10/23/2014,2,3,3,3,4,8
19,3,10/24/2014,4,3,4,4,3,7
19,4,10/25/2014,4,4,4,4,4,9
19,6,10/27/2014,3,3,4,3,4,8
19,7,10/28/2014,5,4,4,5,4,9
19,1,10/29/2014,3,2,3,3,4,7
19,2,10/30/2014,4,4,3,4,3,9
19,3,10/31/2014,4,4,3,4,4,9
19,4,11/1/2014,3,4,3,3,4,8
19,5,11/2/2014,4,4,3,3,4,9
19,6,11/3/2014,3,4,2,2,2,9
19,7,11/4/2014,3,3,4,3,3,10
19,1,11/5/2014,4,4,3,4,3,9
19,2,11/6/2014,3,3,3,3,3,8
19,3,11/7/2014,4,4,3,4,4,9
19,4,11/8/2014,4,4,4,3,4,9
19,5,11/9/2014,4,3,4,4,4,9
19,6,11/10/2014,3,4,3,4,4,9
19,7,11/11/2014,4,4,4,4,4,9
19,1,11/12/2014,4,3,3,3,3,8
19,2,11/13/2014,3,3,3,2,1,8
19,4,11/15/2014,4,4,4,4,4,9
19,5,11/16/2014,4,4,5,2,2,9
19,6,11/17/2014,3,3,4,3,3,8
19,7,11/18/2014,4,4,3,3,3,9
19,1,11/19/2014,4,3,3,3,3,9
19,2,11/20/2014,2,3,3,3,2,7
19,3,11/21/2014,4,4,4,3,4,9
19,4,11/22/2014,3,3,4,2,3,8
19,5,11/23/2014,4,4,4,4,5,9.5
19,6,11/24/2014,3,3,3,2,2,9
19,7,11/25/2014,3,3,2,3,3,9
19,1,11/26/2014,4,3,4,3,4,9
19,2,11/27/2014,4,3,3,4,3,9
19,3,11/28/2014,3,3,4,3,4,8.5
19,4,11/29/2014,4,4,4,4,4,9
19,5,11/30/2014,4,4,3,3,4,8
19,6,12/1/2014,4,3,3,4,4,8
19,7,12/2/2014,3,3,4,3,3,8
19,1,12/3/2014,3,4,3,3,3,9
19,2,12/4/2014,3,4,4,3,4,9
19,3,12/5/2014,3,4,3,3,4,9.5
19,4,12/6/2014,4,4,4,4,4,9
19,5,12/7/2014,4,4,4,3,4,7
19,6,12/8/2014,4,3,4,4,4,9
19,7,12/9/2014,2,3,3,3,3,9
19,1,12/10/2014,3,4,4,3,4,9
19,2,12/11/2014,3,2,3,3,3,8
19,3,12/12/2014,4,4,3,3,4,9.5
19,4,12/13/2014,4,4,4,4,4,9
19,5,12/14/2014,3,4,4,4,3,8
19,6,12/15/2014,3,3,3,3,4,7
19,7,12/16/2014,3,4,3,4,3,8
19,1,12/17/2014,4,3,4,3,4,8
19,2,12/18/2014,2,3,2,3,3,8
19,3,12/19/2014,4,4,4,4,4,9
19,4,12/20/2014,4,4,3,4,3,9
19,5,12/21/2014,4,3,3,3,3,8.5
19,6,12/22/2014,3,3,3,2,3,9
19,7,12/23/2014,4,3,3,3,3,9
19,1,12/24/2014,4,3,4,4,3,8
19,2,12/25/2014,2,3,2,4,4,8
19,3,12/26/2014,3,3,3,3,3,9
19,4,12/27/2014,3,4,4,3,3,9
19,5,12/28/2014,4,4,4,4,4,9
19,6,12/29/2014,4,3,3,3,4,7
19,7,12/30/2014,3,2,3,3,3,9
18,3,9/26/2014,4,3,4,3,5,8
18,4,9/27/2014,4,4,4,3,5,8
18,5,9/28/2014,5,2,4,4,5,8
18,7,9/30/2014,4,3,5,4,4,9
18,1,10/1/2014,3,3,3,4,5,7
18,2,10/2/2014,2,3,3,3,3,8
18,3,10/3/2014,4,4,3,4,5,9
18,4,10/4/2014,4,4,4,4,5,9
18,5,10/5/2014,4,3,5,4,5,9
18,6,10/6/2014,5,2,5,2,4,8
18,7,10/7/2014,4,2,3,3,4,8
18,1,10/8/2014,4,4,5,4,5,8
18,2,10/9/2014,5,3,4,3,4,9
18,4,10/11/2014,4,4,4,4,4,8
18,5,10/12/2014,2,2,1,2,4,6
18,6,10/13/2014,4,2,1,3,3,8
18,1,10/15/2014,2,2,1,3,4,6
18,2,10/16/2014,3,3,2,4,4,8
18,3,10/17/2014,4,5,2,4,4,9
18,4,10/18/2014,4,3,2,4,4,9
18,5,10/19/2014,4,4,2,4,4,9
18,6,10/20/2014,4,4,3,3,4,8
18,7,10/21/2014,4,4,3,4,4,8
18,1,10/22/2014,4,4,4,4,4,8
18,2,10/23/2014,4,2,4,4,4,8
18,3,10/24/2014,4,4,3,3,4,8
18,4,10/25/2014,4,2,4,4,5,8
18,5,10/26/2014,5,3,4,5,5,8
18,6,10/27/2014,4,4,4,4,5,6
18,7,10/28/2014,4,3,4,4,4,8
18,1,10/29/2014,4,5,4,4,5,9
18,2,10/30/2014,4,5,3,4,4,7
18,3,10/31/2014,5,4,4,4,4,8
18,4,11/1/2014,4,3,2,3,4,7
18,5,11/2/2014,5,5,3,4,5,9
18,6,11/3/2014,4,3,3,4,4,8
18,7,11/4/2014,4,5,3,4,4,10
18,1,11/5/2014,4,2,4,2,3,7.5
18,2,11/6/2014,3,3,3,4,5,7
18,3,11/7/2014,3,3,2,4,3,8
18,4,11/8/2014,3,4,3,4,4,7
18,5,11/9/2014,3,4,4,4,4,7
18,6,11/10/2014,5,3,3,2,4,8
18,7,11/11/2014,3,4,3,4,4,8
18,2,11/13/2014,4,4,4,4,5,8
18,3,11/14/2014,4,4,3,4,5,7
18,4,11/15/2014,4,2,4,3,4,7
18,5,11/16/2014,3,4,4,4,5,8
18,6,11/17/2014,4,4,3,4,4,7
18,7,11/18/2014,4,5,3,5,5,9
18,1,11/19/2014,4,3,4,5,5,8
18,2,11/20/2014,2,2,4,4,4,6
18,3,11/21/2014,4,5,2,3,4,8
18,4,11/22/2014,3,4,3,4,4,7
18,5,11/23/2014,4,4,4,4,4,8
18,6,11/24/2014,3,4,3,4,3,8
18,7,11/25/2014,4,2,3,4,5,7
18,1,11/26/2014,4,5,4,5,5,9
18,2,11/27/2014,4,4,3,4,4,7
18,3,11/28/2014,4,4,4,4,5,8
18,4,11/29/2014,4,4,4,3,4,7
18,5,11/30/2014,4,3,4,1,3,6
18,6,12/1/2014,3,2,4,2,4,8
18,7,12/2/2014,3,4,1,4,5,9
18,1,12/3/2014,4,4,2,4,4,9
18,2,12/4/2014,4,4,4,5,4,6.5
18,3,12/5/2014,4,4,4,5,4,7.5
18,4,12/6/2014,2,2,3,5,4,6.5
18,6,12/8/2014,3,4,4,4,4,8
18,7,12/9/2014,5,5,5,5,5,9
18,1,12/10/2014,5,5,5,5,5,9
18,2,12/11/2014,3,3,5,5,5,7
18,3,12/12/2014,5,4,5,4,4,10
18,4,12/13/2014,4,5,5,5,4,8
18,5,12/14/2014,2,4,3,4,5,8
18,6,12/15/2014,2,4,2,5,5,8
18,7,12/16/2014,4,4,3,5,5,8
18,1,12/17/2014,3,4,3,4,4,7
18,2,12/18/2014,4,4,4,4,4,9
18,3,12/19/2014,3,3,4,5,4,7.5
18,4,12/20/2014,4,4,3,4,4,8
18,5,12/21/2014,3,3,3,4,4,7.5
18,6,12/22/2014,2,2,3,3,4,6
18,7,12/23/2014,3,4,4,4,4,9.5
18,1,12/24/2014,4,4,4,5,5,8
18,2,12/25/2014,3,2,4,5,4,8
18,4,12/27/2014,4,5,2,5,5,9
18,5,12/28/2014,3,2,2,5,5,8
18,6,12/29/2014,4,2,4,5,4,8
18,7,12/30/2014,4,5,2,5,5,7
18,1,12/31/2014,4,3,4,5,3,8
17,3,9/26/2014,4,4,4,4,4,7
17,5,9/28/2014,4,4,4,4,4,7
17,6,9/29/2014,4,4,4,4,4,6
17,2,10/2/2014,3,4,3,3,4,3
17,4,10/4/2014,4,5,4,5,5,7
17,6,10/6/2014,4,4,4,4,4,7
17,1,10/8/2014,5,5,5,5,5,8
17,4,10/11/2014,4,4,4,4,4,7
17,5,10/12/2014,4,4,4,4,4,7
17,6,10/13/2014,5,5,5,5,5,9
17,1,10/15/2014,5,4,5,4,4,7
17,2,10/16/2014,3,4,3,3,3,5
17,3,10/17/2014,4,4,4,4,4,5
17,4,10/18/2014,4,4,4,4,4,7
17,5,10/19/2014,4,4,4,4,4,7
17,6,10/20/2014,4,4,4,4,4,8
17,1,10/22/2014,4,4,4,4,4,7
17,2,10/23/2014,3,3,3,3,3,6
17,4,10/25/2014,4,4,4,4,4,7
17,5,10/26/2014,4,4,4,4,4,8
17,6,10/27/2014,4,4,4,4,4,7
17,1,10/29/2014,4,4,4,4,4,6
17,2,10/30/2014,4,4,4,4,4,6
17,3,10/31/2014,4,4,4,4,4,7
17,5,11/2/2014,4,4,4,4,4,8
17,1,11/5/2014,4,4,4,4,4,7
17,4,11/8/2014,5,5,5,5,5,8
17,5,11/9/2014,3,4,3,3,4,5
17,6,11/10/2014,4,5,4,5,5,8
17,2,11/13/2014,3,3,3,3,4,6
17,3,11/14/2014,4,4,4,4,4,7
17,4,11/15/2014,3,4,3,4,4,7
17,6,11/17/2014,3,4,3,4,4,7
17,1,11/19/2014,4,4,4,4,4,7
17,2,11/20/2014,3,4,3,3,4,6
17,3,11/21/2014,3,4,3,3,4,6
17,7,11/25/2014,3,4,3,3,3,6
17,3,11/28/2014,3,4,3,3,4,5
17,5,11/30/2014,4,4,4,4,4,6
17,7,12/2/2014,3,3,3,3,3,6
17,2,12/4/2014,3,4,1,3,4,7
17,2,12/11/2014,3,4,3,3,4,6
17,3,12/12/2014,3,4,4,4,4,7
17,4,12/20/2014,4,4,4,4,4,7
17,3,12/26/2014,3,4,3,3,4,7
16,3,9/26/2014,3,4,2,3,4,8
16,4,9/27/2014,3,5,3,3,4,9
16,5,9/28/2014,3,4,2,2,3,8
16,6,9/29/2014,2,4,2,3,4,9
16,7,9/30/2014,3,4,3,2,4,9
16,1,10/1/2014,4,4,2,3,4,8
16,2,10/2/2014,4,4,2,3,4,8
16,3,10/3/2014,3,5,2,3,4,9
16,4,10/4/2014,3,4,2,3,4,9
16,5,10/5/2014,4,4,3,3,4,8
16,6,10/6/2014,2,3,2,3,4,9
16,7,10/7/2014,3,4,2,2,4,9
16,1,10/8/2014,3,4,2,2,3,9
16,2,10/9/2014,3,4,2,3,4,9
16,3,10/10/2014,3,3,3,4,4,10
16,4,10/11/2014,3,3,2,3,4,8
16,5,10/12/2014,3,4,2,3,4,9
16,6,10/13/2014,3,4,3,3,4,9
16,7,10/14/2014,3,3,4,3,4,8
16,1,10/15/2014,3,3,3,3,4,6
16,2,10/16/2014,3,4,2,4,4,8
16,3,10/17/2014,3,4,3,4,4,9
16,4,10/18/2014,3,4,3,3,4,9
16,5,10/19/2014,3,3,3,3,4,8
16,6,10/20/2014,3,4,2,4,4,9
16,7,10/21/2014,3,4,3,3,4,7
16,1,10/22/2014,2,2,1,3,4,10
16,2,10/23/2014,2,3,2,3,4,9
16,3,10/24/2014,3,4,2,4,4,8
16,4,10/25/2014,3,4,2,4,4,8
16,5,10/26/2014,3,3,2,4,4,7
16,1,10/29/2014,4,4,2,4,4,8
16,2,10/30/2014,3,3,3,4,4,8
16,3,10/31/2014,4,3,4,4,4,8
16,4,11/1/2014,4,4,2,4,4,8
16,5,11/2/2014,3,4,2,3,4,8
16,6,11/3/2014,2,3,2,4,4,9
16,7,11/4/2014,3,3,2,4,4,8
16,1,11/5/2014,3,4,2,3,4,9
16,2,11/6/2014,3,3,3,4,4,8.5
16,3,11/7/2014,3,4,2,4,4,8
16,4,11/8/2014,2,4,2,4,4,8
16,5,11/9/2014,4,4,2,4,4,7.5
16,6,11/10/2014,3,3,3,4,4,9
16,7,11/11/2014,3,2,3,4,4,7.5
16,1,11/12/2014,3,3,4,4,4,9
16,2,11/13/2014,4,4,3,4,4,8
16,3,11/14/2014,3,4,3,4,4,9
16,4,11/15/2014,3,3,3,4,4,8
16,5,11/16/2014,3,3,2,4,4,9
16,6,11/17/2014,3,4,2,4,4,9
16,7,11/18/2014,3,3,2,4,4,9
16,1,11/19/2014,4,3,3,3,4,9
16,2,11/20/2014,3,4,3,4,4,8
16,3,11/21/2014,3,4,3,4,4,8.5
16,4,11/22/2014,3,3,2,4,4,9
16,5,11/23/2014,3,3,3,4,4,7
16,6,11/24/2014,4,3,3,4,4,8
16,7,11/25/2014,3,3,3,4,4,8
16,2,11/27/2014,3,4,2,4,4,9
16,3,11/28/2014,3,4,4,4,5,7.5
16,4,11/29/2014,3,3,3,4,5,8
16,5,11/30/2014,3,3,2,4,5,7.5
16,6,12/1/2014,3,4,3,4,5,9
16,7,12/2/2014,3,4,2,4,4,9
16,1,12/3/2014,3,3,2,4,5,9
16,2,12/4/2014,3,2,2,4,5,8.5
16,3,12/5/2014,3,2,2,4,5,8
16,4,12/6/2014,3,3,2,4,4,8
16,5,12/7/2014,3,4,2,4,5,8
16,6,12/8/2014,2,4,2,4,4,9
16,7,12/9/2014,3,4,2,4,5,9
16,1,12/10/2014,4,4,3,4,4,8
16,2,12/11/2014,3,2,3,4,5,8
16,3,12/12/2014,3,4,2,4,5,9.5
16,4,12/13/2014,3,4,2,4,4,8
16,5,12/14/2014,3,4,3,4,4,8
16,6,12/15/2014,3,3,2,4,4,8.5
16,7,12/16/2014,3,3,2,4,5,8
16,1,12/17/2014,2,2,3,4,5,7
16,2,12/18/2014,3,4,2,4,4,7.5
16,3,12/19/2014,3,3,3,4,5,8
16,4,12/20/2014,3,3,3,4,4,8.5
16,5,12/21/2014,3,3,3,4,5,7
16,6,12/22/2014,3,4,3,3,4,8.5
16,7,12/23/2014,3,4,4,4,4,8.5
16,1,12/24/2014,3,4,3,4,3,8.5
16,2,12/25/2014,3,4,3,4,4,9
16,3,12/26/2014,3,3,3,4,5,9
16,4,12/27/2014,3,4,3,4,5,8.5
16,6,12/29/2014,3,4,3,4,4,9
16,7,12/30/2014,3,3,4,3,4,9
15,3,9/26/2014,3,3,4,4,5,7
15,4,9/27/2014,3,4,2,3,4,8
15,5,9/28/2014,3,4,4,3,4,9
15,6,9/29/2014,4,4,3,3,4,10
15,7,9/30/2014,3,4,2,3,3,8
15,1,10/1/2014,3,4,2,3,4,9
15,2,10/2/2014,3,4,3,3,4,9
15,3,10/3/2014,4,4,2,3,5,11
15,4,10/4/2014,4,4,4,4,5,10
15,5,10/5/2014,4,4,5,3,4,9
15,6,10/6/2014,3,4,2,3,4,10
15,7,10/7/2014,4,4,3,3,4,10
15,1,10/8/2014,3,3,3,3,4,9
15,2,10/9/2014,3,4,1,3,4,10
