Athlete ID ,Day of Week (1 is Sunday),Date,FATIGUE,SLEEP QUALITY,GEN. SORNESS,STRESS,MOOD,HOURS SLEPT,,,,,,,,,
10,3,10/7/2014,2,2,3,3,4,6,,,,,,,,,
10,4,10/8/2014,3,4,2,3,4,7,,,,,,,,,
10,5,10/9/2014,2,3,2,3,4,9,,,,,,,,,
10,7,10/11/2014,3,2,4,3,3,7,,,,,,,,,
10,1,10/12/2014,3,4,3,3,4,8,,,,,,,,,
10,2,10/13/2014,3,4,3,3,4,10,,,,,,,,,
10,3,10/14/2014,2,4,3,3,2,7,,,,,,,,,
10,4,10/15/2014,3,4,2,2,4,10,,,,,,,,,
10,5,10/16/2014,3,4,2,3,4,9,,,,,,,,,
10,6,10/17/2014,3,2,2,3,4,7,,,,,,,,,
10,7,10/18/2014,3,2,3,3,3,8,,,,,,,,,
10,1,10/19/2014,3,4,3,3,4,10,,,,,,,,,
10,2,10/20/2014,2,4,3,2,4,7,,,,,,,,,
10,3,10/21/2014,4,4,4,3,4,8,,,,,,,,,
10,4,10/22/2014,2,2,3,2,4,7,,,,,,,,,
10,5,10/23/2014,3,3,3,2,4,8,,,,,,,,,
10,6,10/24/2014,2,2,3,3,3,9,,,,,,,,,
10,7,10/25/2014,3,3,3,3,4,9,,,,,,,,,
10,2,10/27/2014,2,4,3,2,3,6,,,,,,,,,
10,3,10/28/2014,3,4,3,4,4,10,,,,,,,,,
10,4,10/29/2014,3,4,3,3,4,8,,,,,,,,,
10,5,10/30/2014,3,4,2,3,4,9,,,,,,,,,
10,6,10/31/2014,3,4,3,4,4,9,,,,,,,,,
10,7,11/1/2014,2,4,3,4,4,8,,,,,,,,,
10,2,11/3/2014,3,4,3,3,4,8,,,,,,,,,
10,3,11/4/2014,2,4,2,3,3,7,,,,,,,,,
10,4,11/5/2014,3,3,3,3,4,9,,,,,,,,,
10,5,11/6/2014,3,3,2,3,3,9,,,,,,,,,
10,6,11/7/2014,3,4,2,3,4,8,,,,,,,,,
10,7,11/8/2014,3,4,3,3,4,9,,,,,,,,,
10,1,11/9/2014,3,4,3,3,3,9,,,,,,,,,
10,2,11/10/2014,2,4,3,2,4,9,,,,,,,,,
10,4,11/12/2014,3,4,2,3,4,9,,,,,,,,,
10,5,11/13/2014,3,3,3,3,4,7.5,,,,,,,,,
9,2,8/25/2014,3,3,3,3,4,9,,,,,,,,,
9,3,8/26/2014,3,4,3,3,4,9,,,,,,,,,
9,4,8/27/2014,3,5,3,4,4,11,,,,,,,,,
9,5,8/28/2014,4,4,3,3,4,8,,,,,,,,,
9,6,8/29/2014,3,4,2,3,4,9,,,,,,,,,
9,7,8/30/2014,3,3,3,3,4,8,,,,,,,,,
9,1,8/31/2014,3,3,3,3,3,5,,,,,,,,,
9,2,9/1/2014,4,5,4,4,4,10,,,,,,,,,
9,3,9/2/2014,3,4,4,2,4,9,,,,,,,,,
9,4,9/3/2014,3,4,3,3,4,8,,,,,,,,,
9,5,9/4/2014,3,3,2,2,3,9,,,,,,,,,
9,6,9/5/2014,4,4,4,4,4,9,,,,,,,,,
9,7,9/6/2014,4,3,4,4,4,7,,,,,,,,,
9,1,9/7/2014,2,4,2,4,4,7,,,,,,,,,
9,2,9/8/2014,3,4,3,3,4,10,,,,,,,,,
9,4,9/10/2014,4,4,3,3,3,9,,,,,,,,,
9,7,9/13/2014,2,4,2,3,4,9,,,,,,,,,
9,1,9/14/2014,3,4,2,3,4,7,,,,,,,,,
9,2,9/15/2014,3,3,3,3,3,9,,,,,,,,,
9,3,9/16/2014,3,3,2,3,4,8,,,,,,,,,
9,4,9/17/2014,2,3,2,4,3,9,,,,,,,,,
9,5,9/18/2014,3,4,4,3,4,11,,,,,,,,,
9,7,9/20/2014,3,4,2,2,3,7,,,,,,,,,
9,1,9/21/2014,3,4,4,4,4,11,,,,,,,,,
9,2,9/22/2014,4,4,4,4,4,9,,,,,,,,,
9,3,9/23/2014,3,4,3,3,4,9,,,,,,,,,
9,4,9/24/2014,3,3,3,3,4,8,,,,,,,,,
9,5,9/25/2014,3,4,4,4,4,9,,,,,,,,,
9,6,9/26/2014,3,3,3,3,3,8,,,,,,,,,
9,7,9/27/2014,2,2,3,2,4,5,,,,,,,,,
9,1,9/28/2014,3,3,3,3,3,9,,,,,,,,,
9,2,9/29/2014,3,4,4,3,4,8,,,,,,,,,
9,3,9/30/2014,3,4,3,3,4,9,,,,,,,,,
9,4,10/1/2014,3,3,3,3,3,7,,,,,,,,,
9,5,10/2/2014,3,4,3,3,4,8,,,,,,,,,
9,6,10/3/2014,3,4,3,3,4,8,,,,,,,,,
9,7,10/4/2014,3,3,3,3,3,5,,,,,,,,,
9,1,10/5/2014,2,2,3,3,3,9,,,,,,,,,
9,2,10/6/2014,2,3,3,2,3,7,,,,,,,,,
9,3,10/7/2014,3,3,3,3,3,7,,,,,,,,,
9,4,10/8/2014,3,4,2,3,4,8.5,,,,,,,,,
9,5,10/9/2014,3,4,3,3,4,9,,,,,,,,,
9,6,10/10/2014,4,4,4,4,4,8,,,,,,,,,
9,7,10/11/2014,3,3,3,3,3,7.5,,,,,,,,,
9,1,10/12/2014,3,4,3,3,4,7,,,,,,,,,
9,2,10/13/2014,2,3,3,2,3,7,,,,,,,,,
9,3,10/14/2014,3,4,3,3,4,8,,,,,,,,,
9,4,10/15/2014,3,4,2,3,3,9,,,,,,,,,
9,5,10/16/2014,4,4,3,3,4,10,,,,,,,,,
9,6,10/17/2014,3,4,3,3,4,9,,,,,,,,,
9,7,10/18/2014,3,4,3,3,4,9,,,,,,,,,
9,1,10/19/2014,3,4,3,3,4,9,,,,,,,,,
9,2,10/20/2014,2,2,3,3,3,6,,,,,,,,,
9,3,10/21/2014,3,3,3,3,3,8,,,,,,,,,
9,4,10/22/2014,2,3,3,2,2,7,,,,,,,,,
9,2,10/27/2014,3,3,3,1,3,7,,,,,,,,,
9,3,10/28/2014,3,4,3,2,4,8,,,,,,,,,
9,4,10/29/2014,4,4,3,2,4,9,,,,,,,,,
9,5,10/30/2014,3,4,3,3,4,8,,,,,,,,,
9,6,10/31/2014,3,4,3,3,3,9,,,,,,,,,
9,7,11/1/2014,3,4,3,2,3,7,,,,,,,,,
9,1,11/2/2014,3,4,3,3,4,9,,,,,,,,,
9,2,11/3/2014,3,4,3,2,4,8,,,,,,,,,
9,3,11/4/2014,3,3,3,2,2,7,,,,,,,,,
9,4,11/5/2014,3,4,3,3,4,9,,,,,,,,,
9,5,11/6/2014,3,3,3,2,3,9,,,,,,,,,
9,6,11/7/2014,3,4,4,3,4,9,,,,,,,,,
9,7,11/8/2014,3,4,3,3,4,10,,,,,,,,,
9,1,11/9/2014,3,2,3,2,2,6,,,,,,,,,
9,2,11/10/2014,3,3,3,3,2,8,,,,,,,,,
9,3,11/11/2014,3,4,3,3,3,9,,,,,,,,,
9,4,11/12/2014,3,3,3,3,3,10,,,,,,,,,
9,5,11/13/2014,3,4,3,2,3,9,,,,,,,,,
8,2,8/25/2014,5,4,4,5,5,8,,,,,,,,,
8,3,8/26/2014,5,4,4,5,5,11,,,,,,,,,
8,4,8/27/2014,4,5,4,4,4,11,,,,,,,,,
8,5,8/28/2014,4,5,3,4,4,9,,,,,,,,,
8,6,8/29/2014,4,4,4,5,5,8,,,,,,,,,
8,7,8/30/2014,4,3,4,4,4,8,,,,,,,,,
8,1,8/31/2014,3,3,4,5,5,5,,,,,,,,,
8,2,9/1/2014,3,3,4,4,4,8,,,,,,,,,
8,3,9/2/2014,2,4,3,4,4,9,,,,,,,,,
8,4,9/3/2014,4,4,4,4,4,9,,,,,,,,,
8,5,9/4/2014,3,2,3,4,4,9,,,,,,,,,
8,6,9/5/2014,4,4,3,4,4,9,,,,,,,,,
8,7,9/6/2014,2,3,3,3,3,7,,,,,,,,,
8,1,9/7/2014,3,3,3,4,4,6,,,,,,,,,
8,2,9/8/2014,3,4,4,2,3,9.5,,,,,,,,,
8,4,9/10/2014,3,4,3,4,4,8,,,,,,,,,
8,5,9/11/2014,4,3,3,4,4,9,,,,,,,,,
8,6,9/12/2014,3,3,3,4,4,8,,,,,,,,,
8,1,9/14/2014,3,4,4,4,3,8,,,,,,,,,
8,2,9/15/2014,3,3,4,4,4,8,,,,,,,,,
8,3,9/16/2014,4,3,4,4,4,8,,,,,,,,,
8,4,9/17/2014,3,4,2,4,4,8,,,,,,,,,
8,5,9/18/2014,4,5,4,4,4,11,,,,,,,,,
8,6,9/19/2014,3,3,3,3,4,10,,,,,,,,,
8,7,9/20/2014,2,2,2,3,4,9,,,,,,,,,
8,1,9/21/2014,3,2,4,4,4,4,,,,,,,,,
8,2,9/22/2014,3,3,3,3,4,7,,,,,,,,,
8,3,9/23/2014,3,4,4,4,4,9,,,,,,,,,
8,4,9/24/2014,3,3,4,4,3,8,,,,,,,,,
8,5,9/25/2014,3,3,3,4,4,8,,,,,,,,,
8,6,9/26/2014,4,4,4,4,4,9,,,,,,,,,
8,7,9/27/2014,3,4,2,4,4,6,,,,,,,,,
8,1,9/28/2014,3,3,3,4,4,8,,,,,,,,,
8,2,9/29/2014,3,3,3,4,4,7,,,,,,,,,
8,3,9/30/2014,4,4,4,4,4,7,,,,,,,,,
8,4,10/1/2014,3,4,4,4,4,9,,,,,,,,,
8,5,10/2/2014,3,4,3,4,4,10,,,,,,,,,
8,6,10/3/2014,3,4,3,4,4,8,,,,,,,,,
8,7,10/4/2014,2,4,3,4,4,8,,,,,,,,,
8,1,10/5/2014,3,4,4,3,3,9,,,,,,,,,
8,2,10/6/2014,4,4,4,4,5,7,,,,,,,,,
8,3,10/7/2014,4,4,3,3,4,8,,,,,,,,,
8,4,10/8/2014,4,4,3,4,4,10,,,,,,,,,
8,5,10/9/2014,4,4,3,4,4,10,,,,,,,,,
8,6,10/10/2014,3,4,3,4,4,9,,,,,,,,,
8,7,10/11/2014,3,4,3,4,4,8,,,,,,,,,
8,2,10/13/2014,3,4,3,4,4,9,,,,,,,,,
8,3,10/14/2014,4,4,4,4,4,6,,,,,,,,,
8,4,10/15/2014,3,4,3,4,4,10,,,,,,,,,
8,5,10/16/2014,3,4,4,4,4,8,,,,,,,,,
8,6,10/17/2014,3,3,4,3,4,8,,,,,,,,,
8,7,10/18/2014,3,4,3,4,4,6,,,,,,,,,
8,1,10/19/2014,4,4,4,4,4,11,,,,,,,,,
8,2,10/20/2014,2,2,3,2,4,6,,,,,,,,,
8,3,10/21/2014,3,4,3,3,4,10,,,,,,,,,
8,4,10/22/2014,3,2,3,2,3,8,,,,,,,,,
8,5,10/23/2014,3,4,4,3,4,8,,,,,,,,,
8,6,10/24/2014,3,4,3,2,4,7.5,,,,,,,,,
8,2,10/27/2014,2,2,3,3,4,8,,,,,,,,,
8,3,10/28/2014,3,4,3,4,4,9,,,,,,,,,
8,4,10/29/2014,3,3,3,4,4,8,,,,,,,,,
8,5,10/30/2014,2,4,3,4,4,7.5,,,,,,,,,
8,6,10/31/2014,3,4,3,4,4,9,,,,,,,,,
8,7,11/1/2014,3,4,3,3,4,4,,,,,,,,,
8,2,11/3/2014,3,4,3,4,4,10.5,,,,,,,,,
8,3,11/4/2014,4,4,4,4,4,8.5,,,,,,,,,
8,4,11/5/2014,3,4,3,2,4,8.5,,,,,,,,,
8,5,11/6/2014,4,4,4,4,5,7,,,,,,,,,
8,6,11/7/2014,4,4,4,4,4,9.5,,,,,,,,,
8,7,11/8/2014,3,4,4,4,4,9.5,,,,,,,,,
8,2,11/10/2014,3,2,3,2,3,7.5,,,,,,,,,
8,4,11/12/2014,3,4,3,3,4,8,,,,,,,,,
7,1,8/24/2014,4,4,4,4,4,6,,,,,,,,,
7,2,8/25/2014,2,1,3,3,3,4,,,,,,,,,
7,3,8/26/2014,4,4,4,4,4,11,,,,,,,,,
7,4,8/27/2014,4,4,3,3,4,9,,,,,,,,,
7,5,8/28/2014,3,2,3,2,4,9,,,,,,,,,
7,6,8/29/2014,3,2,3,3,4,7,,,,,,,,,
7,7,8/30/2014,3,4,3,3,4,8,,,,,,,,,
7,1,8/31/2014,2,3,3,3,3,5,,,,,,,,,
7,2,9/1/2014,3,4,3,2,4,7,,,,,,,,,
7,3,9/2/2014,4,4,3,3,4,9.5,,,,,,,,,
7,4,9/3/2014,4,4,2,3,4,10,,,,,,,,,
7,5,9/4/2014,3,4,2,3,4,9,,,,,,,,,
7,6,9/5/2014,2,2,3,3,4,9,,,,,,,,,
7,7,9/6/2014,2,4,3,3,4,7,,,,,,,,,
7,1,9/7/2014,2,2,2,3,4,8,,,,,,,,,
7,2,9/8/2014,5,5,5,5,5,12,,,,,,,,,
7,3,9/9/2014,3,3,3,3,4,7,,,,,,,,,
7,4,9/10/2014,4,4,3,3,4,9,,,,,,,,,
7,5,9/11/2014,4,4,4,4,4,10,,,,,,,,,
7,6,9/12/2014,3,4,3,3,4,9,,,,,,,,,
7,7,9/13/2014,3,2,3,3,4,8,,,,,,,,,
7,1,9/14/2014,3,4,3,3,3,7,,,,,,,,,
7,2,9/15/2014,3,2,2,3,4,7,,,,,,,,,
7,3,9/16/2014,2,4,2,3,2,9.5,,,,,,,,,
7,4,9/17/2014,3,3,3,3,4,9.5,,,,,,,,,
7,5,9/18/2014,5,5,5,5,5,12,,,,,,,,,
7,6,9/19/2014,4,4,3,3,4,10,,,,,,,,,
7,7,9/20/2014,4,3,3,4,4,8,,,,,,,,,
7,1,9/21/2014,2,3,3,3,3,6,,,,,,,,,
7,2,9/22/2014,2,3,2,3,3,6,,,,,,,,,
7,3,9/23/2014,3,3,3,3,4,9,,,,,,,,,
7,4,9/24/2014,3,4,3,2,4,9,,,,,,,,,
7,5,9/25/2014,2,4,3,2,3,8,,,,,,,,,
7,6,9/26/2014,4,5,4,3,4,9,,,,,,,,,
7,7,9/27/2014,2,2,2,3,4,6,,,,,,,,,
7,1,9/28/2014,2,3,3,3,4,6,,,,,,,,,
7,2,9/29/2014,3,4,4,3,4,9,,,,,,,,,
7,3,9/30/2014,2,3,3,3,4,7,,,,,,,,,
7,4,10/1/2014,3,3,2,3,4,7,,,,,,,,,
7,5,10/2/2014,3,3,3,3,4,7,,,,,,,,,
7,6,10/3/2014,3,4,3,3,4,8,,,,,,,,,
7,7,10/4/2014,2,3,3,3,4,6,,,,,,,,,
7,1,10/5/2014,3,2,3,3,4,8,,,,,,,,,
7,2,10/6/2014,2,2,2,3,3,6,,,,,,,,,
7,3,10/7/2014,2,3,2,3,4,6,,,,,,,,,
7,4,10/8/2014,2,4,2,2,4,8,,,,,,,,,
7,5,10/9/2014,3,4,2,3,4,9,,,,,,,,,
7,6,10/10/2014,3,4,2,3,4,8.5,,,,,,,,,
7,7,10/11/2014,3,4,2,3,4,8,,,,,,,,,
7,1,10/12/2014,2,3,2,2,3,7,,,,,,,,,
7,2,10/13/2014,5,5,5,5,4,12,,,,,,,,,
7,3,10/14/2014,3,4,2,3,3,7,,,,,,,,,
7,4,10/15/2014,2,3,3,3,3,5,,,,,,,,,
7,5,10/16/2014,2,3,3,3,4,8,,,,,,,,,
7,6,10/17/2014,4,4,4,3,4,8,,,,,,,,,
7,7,10/18/2014,2,3,3,3,4,8,,,,,,,,,
7,1,10/19/2014,3,2,3,3,4,8.5,,,,,,,,,
7,2,10/20/2014,3,3,3,3,4,11,,,,,,,,,
7,3,10/21/2014,2,3,3,3,3,6,,,,,,,,,
7,4,10/22/2014,3,4,4,3,4,7.5,,,,,,,,,
7,5,10/23/2014,3,4,3,3,4,8,,,,,,,,,
7,6,10/24/2014,3,2,3,3,4,9,,,,,,,,,
7,7,10/25/2014,2,3,2,3,3,6,,,,,,,,,
7,1,10/26/2014,2,3,2,3,3,7,,,,,,,,,
7,2,10/27/2014,3,4,3,3,4,10,,,,,,,,,
7,3,10/28/2014,3,2,3,3,4,7,,,,,,,,,
7,4,10/29/2014,4,5,3,3,4,8,,,,,,,,,
7,5,10/30/2014,2,3,3,3,3,6.5,,,,,,,,,
7,6,10/31/2014,3,3,3,3,3,8,,,,,,,,,
7,7,11/1/2014,3,3,3,3,3,8,,,,,,,,,
7,1,11/2/2014,4,4,4,4,4,10,,,,,,,,,
7,2,11/3/2014,2,4,3,2,4,7.5,,,,,,,,,
7,3,11/4/2014,3,3,3,3,3,7,,,,,,,,,
7,4,11/5/2014,3,4,3,3,4,8,,,,,,,,,
7,5,11/6/2014,3,3,3,3,4,8,,,,,,,,,
7,6,11/7/2014,3,3,3,3,4,9,,,,,,,,,
7,7,11/8/2014,3,4,3,3,4,8,,,,,,,,,
7,1,11/9/2014,3,3,3,3,4,6,,,,,,,,,
7,2,11/10/2014,5,5,5,5,5,11,,,,,,,,,
7,3,11/11/2014,3,3,3,3,4,9.5,,,,,,,,,
7,4,11/12/2014,3,3,3,3,4,7,,,,,,,,,
7,5,11/13/2014,3,3,3,3,3,7,,,,,,,,,
6,1,8/24/2014,3,4,3,3,4,9,,,,,,,,,
6,2,8/25/2014,3,4,3,3,4,9,,,,,,,,,
6,3,8/26/2014,3,4,2,2,4,10.5,,,,,,,,,
6,4,8/27/2014,3,4,2,2,3,10,,,,,,,,,
6,5,8/28/2014,3,2,3,2,4,9.5,,,,,,,,,
6,6,8/29/2014,3,4,4,3,4,9,,,,,,,,,
6,7,8/30/2014,4,4,4,3,4,9,,,,,,,,,
6,1,8/31/2014,2,4,2,4,5,7,,,,,,,,,
6,2,9/1/2014,2,4,2,4,4,9,,,,,,,,,
6,3,9/2/2014,3,4,2,2,4,9,,,,,,,,,
6,4,9/3/2014,2,4,3,2,4,9,,,,,,,,,
6,5,9/4/2014,3,4,3,3,4,9.5,,,,,,,,,
6,6,9/5/2014,3,4,3,3,4,10,,,,,,,,,
6,7,9/6/2014,2,2,3,2,4,7,,,,,,,,,
6,1,9/7/2014,2,3,2,3,3,10,,,,,,,,,
6,2,9/8/2014,2,2,2,3,3,10,,,,,,,,,
6,3,9/9/2014,2,4,2,3,3,9,,,,,,,,,
6,4,9/10/2014,2,4,1,3,4,10,,,,,,,,,
6,5,9/11/2014,2,4,2,3,4,9,,,,,,,,,
6,6,9/12/2014,1,3,2,2,3,8,,,,,,,,,
6,7,9/13/2014,2,3,2,3,4,9,,,,,,,,,
6,1,9/14/2014,3,4,3,3,4,10.5,,,,,,,,,
6,2,9/15/2014,3,4,3,3,4,8,,,,,,,,,
6,3,9/16/2014,3,4,3,1,3,9.5,,,,,,,,,
6,4,9/17/2014,3,4,3,3,4,9.5,,,,,,,,,
6,5,9/18/2014,3,4,3,3,4,9,,,,,,,,,
6,6,9/19/2014,3,3,3,3,4,9,,,,,,,,,
6,7,9/20/2014,2,2,1,3,4,6,,,,,,,,,
6,1,9/21/2014,3,4,2,3,4,10,,,,,,,,,
6,2,9/22/2014,2,4,2,3,3,9,,,,,,,,,
6,3,9/23/2014,1,4,2,3,3,9.5,,,,,,,,,
6,4,9/24/2014,3,4,3,3,4,10,,,,,,,,,
6,5,9/25/2014,2,4,2,2,3,7,,,,,,,,,
6,6,9/26/2014,3,4,3,3,4,9.5,,,,,,,,,
6,7,9/27/2014,2,3,1,3,3,5,,,,,,,,,
6,1,9/28/2014,2,4,3,3,4,10,,,,,,,,,
6,2,9/29/2014,2,3,2,3,4,6,,,,,,,,,
6,3,9/30/2014,3,4,3,3,4,10,,,,,,,,,
6,4,10/1/2014,3,4,3,3,4,10,,,,,,,,,
6,5,10/2/2014,2,3,2,3,4,9,,,,,,,,,
6,6,10/3/2014,3,4,3,3,4,9,,,,,,,,,
6,7,10/4/2014,3,4,2,4,4,9,,,,,,,,,
6,1,10/5/2014,4,4,4,4,4,10,,,,,,,,,
6,2,10/6/2014,3,4,3,3,4,8,,,,,,,,,
6,3,10/7/2014,2,4,3,3,4,9,,,,,,,,,
6,4,10/8/2014,3,4,3,3,4,12,,,,,,,,,
6,5,10/9/2014,3,4,3,3,4,7.5,,,,,,,,,
6,6,10/10/2014,3,4,3,3,4,9,,,,,,,,,
6,7,10/11/2014,2,4,2,3,4,8.5,,,,,,,,,
6,1,10/12/2014,3,4,3,3,4,8,,,,,,,,,
6,2,10/13/2014,3,4,3,3,4,10,,,,,,,,,
6,3,10/14/2014,2,2,3,3,4,7,,,,,,,,,
6,4,10/15/2014,2,4,2,3,4,11,,,,,,,,,
6,5,10/16/2014,2,4,2,2,4,9,,,,,,,,,
6,6,10/17/2014,3,4,3,3,3,8.5,,,,,,,,,
6,7,10/18/2014,3,4,3,3,3,8,,,,,,,,,
6,1,10/19/2014,3,4,2,2,4,9.5,,,,,,,,,
6,2,10/20/2014,2,4,2,3,4,9,,,,,,,,,
6,3,10/21/2014,2,4,2,3,4,8,,,,,,,,,
6,4,10/22/2014,3,4,2,3,4,11,,,,,,,,,
6,5,10/23/2014,3,4,3,2,4,8,,,,,,,,,
6,6,10/24/2014,2,2,3,3,4,8.5,,,,,,,,,
6,7,10/25/2014,2,4,2,3,4,8.5,,,,,,,,,
6,1,10/26/2014,2,4,2,3,2,9,,,,,,,,,
6,2,10/27/2014,2,4,3,2,4,11,,,,,,,,,
6,3,10/28/2014,2,4,3,2,4,8.5,,,,,,,,,
6,4,10/29/2014,3,4,3,3,4,10,,,,,,,,,
6,5,10/30/2014,2,3,3,3,3,8,,,,,,,,,
6,6,10/31/2014,3,4,3,3,3,10,,,,,,,,,
6,7,11/1/2014,2,4,2,3,4,9,,,,,,,,,
6,1,11/2/2014,2,2,3,3,4,8.5,,,,,,,,,
6,2,11/3/2014,3,4,3,3,3,10.5,,,,,,,,,
6,3,11/4/2014,2,3,2,2,4,6.5,,,,,,,,,
6,4,11/5/2014,3,4,2,2,4,12,,,,,,,,,
6,5,11/6/2014,3,4,3,2,4,7.5,,,,,,,,,
6,6,11/7/2014,3,4,3,3,4,9,,,,,,,,,
6,7,11/8/2014,3,4,3,3,3,8.5,,,,,,,,,
6,1,11/9/2014,3,4,3,3,4,9,,,,,,,,,
6,2,11/10/2014,2,4,3,2,3,10,,,,,,,,,
6,3,11/11/2014,3,4,3,2,3,8,,,,,,,,,
6,4,11/12/2014,2,3,2,2,3,8,,,,,,,,,
6,5,11/13/2014,2,4,3,2,2,9,,,,,,,,,
5,1,8/24/2014,3,4,3,3,3,9,,,,,,,,,
5,2,8/25/2014,3,3,3,3,4,7,,,,,,,,,
5,3,8/26/2014,3,4,3,3,4,9,,,,,,,,,
5,4,8/27/2014,3,3,3,3,4,8,,,,,,,,,
5,5,8/28/2014,2,2,2,2,3,6,,,,,,,,,
5,6,8/29/2014,3,3,3,3,4,8,,,,,,,,,
5,7,8/30/2014,2,2,3,3,3,7,,,,,,,,,
5,1,8/31/2014,2,2,3,4,3,6,,,,,,,,,
5,2,9/1/2014,3,4,3,3,4,9,,,,,,,,,
5,3,9/2/2014,3,4,2,3,3,8,,,,,,,,,
5,4,9/3/2014,3,3,3,3,3,8,,,,,,,,,
5,5,9/4/2014,3,3,3,3,4,9,,,,,,,,,
5,6,9/5/2014,2,2,3,3,3,8,,,,,,,,,
5,7,9/6/2014,2,3,3,3,4,7,,,,,,,,,
5,1,9/7/2014,2,3,3,3,3,4,,,,,,,,,
5,2,9/8/2014,3,3,4,3,4,8,,,,,,,,,
5,3,9/9/2014,3,3,2,2,3,7,,,,,,,,,
5,4,9/10/2014,3,4,2,2,3,8,,,,,,,,,
5,5,9/11/2014,3,3,3,2,3,9,,,,,,,,,
5,6,9/12/2014,2,3,2,2,3,8,,,,,,,,,
5,7,9/13/2014,2,2,3,2,2,7,,,,,,,,,
5,1,9/14/2014,3,3,3,2,3,8,,,,,,,,,
5,2,9/15/2014,3,4,3,2,3,8,,,,,,,,,
5,3,9/16/2014,2,3,2,2,3,8,,,,,,,,,
5,4,9/17/2014,2,3,3,2,3,8,,,,,,,,,
5,5,9/18/2014,3,3,3,2,3,8,,,,,,,,,
5,6,9/19/2014,3,3,3,2,4,8,,,,,,,,,
5,7,9/20/2014,3,3,3,2,4,8,,,,,,,,,
5,1,9/21/2014,2,3,4,2,4,8,,,,,,,,,
5,2,9/22/2014,3,4,3,3,3,9,,,,,,,,,
5,3,9/23/2014,2,2,3,2,4,7,,,,,,,,,
5,4,9/24/2014,3,4,3,2,4,9,,,,,,,,,
5,5,9/25/2014,2,2,2,3,3,7,,,,,,,,,
5,6,9/26/2014,3,4,3,2,3,8,,,,,,,,,
5,7,9/27/2014,2,4,3,2,4,6,,,,,,,,,
5,1,9/28/2014,3,3,2,2,3,8,,,,,,,,,
5,2,9/29/2014,3,4,3,2,3,7,,,,,,,,,
5,3,9/30/2014,2,3,3,2,4,7,,,,,,,,,
5,4,10/1/2014,3,3,3,2,4,8,,,,,,,,,
5,5,10/2/2014,2,3,3,2,4,6,,,,,,,,,
5,6,10/3/2014,3,4,3,3,4,9,,,,,,,,,
5,7,10/4/2014,2,3,3,2,4,7,,,,,,,,,
5,1,10/5/2014,4,5,4,4,5,8.5,,,,,,,,,
5,2,10/6/2014,3,3,3,2,4,7,,,,,,,,,
5,3,10/7/2014,2,3,2,1,3,6,,,,,,,,,
5,4,10/8/2014,3,4,2,3,4,8,,,,,,,,,
5,5,10/9/2014,3,4,2,2,4,7,,,,,,,,,
5,6,10/10/2014,3,3,3,2,4,8,,,,,,,,,
5,7,10/11/2014,2,3,2,2,3,7,,,,,,,,,
5,1,10/12/2014,2,2,2,2,4,7,,,,,,,,,
5,2,10/13/2014,3,3,2,2,4,7.5,,,,,,,,,
5,3,10/14/2014,2,3,3,2,4,6,,,,,,,,,
5,4,10/15/2014,3,3,2,3,4,8,,,,,,,,,
5,5,10/16/2014,3,3,3,3,4,8,,,,,,,,,
5,6,10/17/2014,3,2,3,2,4,8,,,,,,,,,
5,7,10/18/2014,3,3,3,2,4,8,,,,,,,,,
5,1,10/19/2014,3,4,3,3,3,8,,,,,,,,,
5,2,10/20/2014,2,3,3,2,3,5.5,,,,,,,,,
5,3,10/21/2014,2,3,3,2,3,6,,,,,,,,,
5,4,10/22/2014,3,3,3,3,3,8.5,,,,,,,,,
5,5,10/23/2014,3,4,3,3,4,7.5,,,,,,,,,
5,6,10/24/2014,3,3,3,3,4,8,,,,,,,,,
5,7,10/25/2014,3,2,3,3,4,8,,,,,,,,,
5,1,10/26/2014,3,4,3,3,3,8,,,,,,,,,
5,2,10/27/2014,3,3,3,1,3,7.5,,,,,,,,,
5,3,10/28/2014,3,3,3,3,3,8,,,,,,,,,
5,4,10/29/2014,3,3,3,3,4,7,,,,,,,,,
5,5,10/30/2014,2,2,3,2,4,7,,,,,,,,,
5,6,10/31/2014,3,3,3,3,4,7.5,,,,,,,,,
5,7,11/1/2014,3,3,3,3,4,7,,,,,,,,,
5,1,11/2/2014,3,3,3,2,4,7,,,,,,,,,
5,2,11/3/2014,3,2,3,3,4,8,,,,,,,,,
5,3,11/4/2014,3,3,3,2,3,6.5,,,,,,,,,
5,4,11/5/2014,3,3,3,2,4,7,,,,,,,,,
5,5,11/6/2014,3,2,2,2,4,7.5,,,,,,,,,
5,6,11/7/2014,3,3,3,3,4,7,,,,,,,,,
5,7,11/8/2014,3,4,2,3,4,8.5,,,,,,,,,
5,1,11/9/2014,3,4,2,2,4,7,,,,,,,,,
5,2,11/10/2014,3,3,3,2,4,6,,,,,,,,,
5,3,11/11/2014,3,4,3,3,4,9,,,,,,,,,
5,4,11/12/2014,2,3,3,3,3,6.5,,,,,,,,,
5,5,11/13/2014,3,4,3,2,4,8,,,,,,,,,
4,1,8/24/2014,4,4,3,4,4,8,,,,,,,,,
4,2,8/25/2014,4,4,3,4,4,10,,,,,,,,,
4,3,8/26/2014,3,4,2,4,4,8,,,,,,,,,
4,4,8/27/2014,4,4,3,4,4,9,,,,,,,,,
4,5,8/28/2014,4,5,4,2,4,9,,,,,,,,,
4,6,8/29/2014,4,4,4,3,4,9,,,,,,,,,
